episode,step_count,reward,avg_loss,epsilon,max_production,max_edges,milestone_count,milestones_list
1,1000,169.4979537838106,2.048768612323329,0.6264923008278869,0,0,0,
2,2000,214.61433824500827,1.3198591812470113,0.3996602555403921,0,0,0,
